name,vendor,link,price,description,characteristics,reviews,combined_info,category,price_log
Fil Conducteur Electro-Fashion (45m),Kitronik,https://eu.robotshop.com//fr/products/fil-conducteur-electro-fashion-45m#,12.27,"le fil conducteur electro-fashion (45m) est le propre fil conducteur de kitronik et fait partie des meilleurs fils conducteurs disponibles. il est parfait pour la couture à la main et peut également être utilisé sur la canette inférieure d'une machine à coudre (cela nécessitera d'abord d'enrouler le fil sur la petite canette inférieure). le fil conducteur peut être utilisé comme un fil à coudre conventionnel, mais il est électriquement conducteur, ce qui permet d'intégrer l'électronique dans les textiles. cela le rend idéal pour une utilisation dans une gamme d'applications e-textiles.  le fil est nano plaqué d'argent pour le rendre conducteur. le fil conducteur a une résistance généralement faible mais elle varie. elle a été mesurée entre 40 et 160 ohms par mètre, selon la tension du fil. une fois cousue, la résistance se situe généralement au milieu de cette plage. le fil conducteur a une tension de rupture d'environ 9,3 livres / 4,2 kg. il comprend environ 96 filaments individuels, chacun recouvert d'une couche d'argent naturel d'une épaisseur d'un micron. ce placage du fil est réalisé en europe pour assurer une finition de la plus haute qualité possible.","pas de mêlée (ou très faible) conductivité: environ 40ω par mètre (12,2ω par pied) nombre: 875 dtex résistance: 3000 cn allongement à la rupture: 37% twist: 240z-380s",0.0,"description: le fil conducteur electro-fashion (45m) est le propre fil conducteur de kitronik et fait partie des meilleurs fils conducteurs disponibles. il est parfait pour la couture à la main et peut également être utilisé sur la canette inférieure d'une machine à coudre (cela nécessitera d'abord d'enrouler le fil sur la petite canette inférieure). le fil conducteur peut être utilisé comme un fil à coudre conventionnel, mais il est électriquement conducteur, ce qui permet d'intégrer l'électronique dans les textiles. cela le rend idéal pour une utilisation dans une gamme d'applications e-textiles.  le fil est nano plaqué d'argent pour le rendre conducteur. le fil conducteur a une résistance généralement faible mais elle varie. elle a été mesurée entre 40 et 160 ohms par mètre, selon la tension du fil. une fois cousue, la résistance se situe généralement au milieu de cette plage. le fil conducteur a une tension de rupture d'environ 9,3 livres / 4,2 kg. il comprend environ 96 filaments individuels, chacun recouvert d'une couche d'argent naturel d'une épaisseur d'un micron. ce placage du fil est réalisé en europe pour assurer une finition de la plus haute qualité possible. | caractéristiques: pas de mêlée (ou très faible) conductivité: environ 40ω par mètre (12,2ω par pied) nombre: 875 dtex résistance: 3000 cn allongement à la rupture: 37% twist: 240z-380s | prix: 2.59",,2.5855058483441162
Station de Chargement pour Loona Smart Petbot,KEYi Tech,https://eu.robotshop.com//fr/products/station-chargement-pour-loona-smart-petbot#,,la station de charge pour loona smart petbot comprend une station de charge pour votre robot loona. loona y retourne pour se recharger.,port usb de type c,0.0,description: la station de charge pour loona smart petbot comprend une station de charge pour votre robot loona. loona y retourne pour se recharger. | caractéristiques: port usb de type c | prix: nan,,
Mini clavier programmable M5Stack CardKB V1.1 (MEGA8A),M5Stack,https://eu.robotshop.com//fr/products/mini-clavier-programmable-m5stack-cardkb-v11-mega8a#,9.16,"le mini clavier programmable m5stack cardkb v1.1 (mega8a) est un clavier qwerty à 50 touches de la taille d'une carte. adopte atmega8a comme mcu, port de communication i2c et un indicateur 'rgb-led'.",microcontrôleur : atmega8a nombre de clés : 50 led rvb : 1 pièce trous compatibles lego : 2 port de communication : i2c prise en charge : uiflow et arduino poids : 17 grammes,0.0,"description: le mini clavier programmable m5stack cardkb v1.1 (mega8a) est un clavier qwerty à 50 touches de la taille d'une carte. adopte atmega8a comme mcu, port de communication i2c et un indicateur 'rgb-led'. | caractéristiques: microcontrôleur : atmega8a nombre de clés : 50 led rvb : 1 pièce trous compatibles lego : 2 port de communication : i2c prise en charge : uiflow et arduino poids : 17 grammes | prix: 2.32",,2.318458442150336
CubePilot Le Cube Orange+,CubePilot,https://eu.robotshop.com//fr/products/cubepilot-le-cube-orange#,247.77,"le cube orange + imu v8 fournit le routage de l'alimentation, la détection et la protection contre les sur/sous-tensions, le filtrage, la commutation, la limitation de courant et la suppression des transitoires pour les périphériques. deux ensembles d'imu sont mécaniquement isolés des vibrations, ce qui réduit l'effet des vibrations du cadre sur l'estimation de l'état. entièrement compatible avec la carte porteuse cubepilot, toutes les entrées et sorties passent par un connecteur df17 à 80 broches, permettant une solution enfichable pour les fabricants de systèmes commerciaux. les imu sont contrôlées en température par des résistances chauffantes intégrées, permettant une température de fonctionnement optimale des imu. l'ensemble de l'unité de gestion de vol (fmu) et de l'unité de gestion inertielle (imu) est logé dans un facteur de forme relativement petit (un cube). les sorties d'alimentation vers les périphériques sont dotées d'un filtrage esd et emi, et le schéma de protection de l'alimentation garantit que pas plus de 5,5 v ne sont présentés aux périphériques. l'alimentation est déconnectée des périphériques lorsque la tension d'alimentation disponible tombe en dessous de 2,7 v ou dépasse environ 5,7 v. le cube dispose de huit sorties pwm qui sont connectées à io et peuvent être contrôlées par io directement via l'entrée r/c et le mixage intégré même si le fmu n'est pas actif (mode de sécurité/manuel). plusieurs taux de mise à jour peuvent être pris en charge sur ces sorties en trois groupes ; un groupe de quatre et deux groupes de deux. des débits de signal pwm jusqu'à 400 hz peuvent être pris en charge. ces 8 pwm sont émis uniquement et sont capables de piloter jusqu'à 50 ma chacun, mais seulement un total de 100 ma pour les 8.",flash : 2 mo ram : 1 mo fram spi 16 ko intégrée accéléromètre / gyroscope intégré icm 20649 30g baromètre ms5611 connecté via spi interfaces micro sd via sdio,0.0,"description: le cube orange + imu v8 fournit le routage de l'alimentation, la détection et la protection contre les sur/sous-tensions, le filtrage, la commutation, la limitation de courant et la suppression des transitoires pour les périphériques. deux ensembles d'imu sont mécaniquement isolés des vibrations, ce qui réduit l'effet des vibrations du cadre sur l'estimation de l'état. entièrement compatible avec la carte porteuse cubepilot, toutes les entrées et sorties passent par un connecteur df17 à 80 broches, permettant une solution enfichable pour les fabricants de systèmes commerciaux. les imu sont contrôlées en température par des résistances chauffantes intégrées, permettant une température de fonctionnement optimale des imu. l'ensemble de l'unité de gestion de vol (fmu) et de l'unité de gestion inertielle (imu) est logé dans un facteur de forme relativement petit (un cube). les sorties d'alimentation vers les périphériques sont dotées d'un filtrage esd et emi, et le schéma de protection de l'alimentation garantit que pas plus de 5,5 v ne sont présentés aux périphériques. l'alimentation est déconnectée des périphériques lorsque la tension d'alimentation disponible tombe en dessous de 2,7 v ou dépasse environ 5,7 v. le cube dispose de huit sorties pwm qui sont connectées à io et peuvent être contrôlées par io directement via l'entrée r/c et le mixage intégré même si le fmu n'est pas actif (mode de sécurité/manuel). plusieurs taux de mise à jour peuvent être pris en charge sur ces sorties en trois groupes ; un groupe de quatre et deux groupes de deux. des débits de signal pwm jusqu'à 400 hz peuvent être pris en charge. ces 8 pwm sont émis uniquement et sont capables de piloter jusqu'à 50 ma chacun, mais seulement un total de 100 ma pour les 8. | caractéristiques: flash : 2 mo ram : 1 mo fram spi 16 ko intégrée accéléromètre / gyroscope intégré icm 20649 30g baromètre ms5611 connecté via spi interfaces micro sd via sdio | prix: 5.52",,5.516528774816684
Batterie Lipo 1200mAh / 3.7V - 603450,BricoGeek,https://eu.robotshop.com//fr/products/lipo-battery-1200mah-37v-603450#,7.32,"batterie lipo (lithium polymère) de haute qualité d'une capacité de 1200 mah, modèle 603450. ce type de batterie fournit une alimentation électrique très efficace. protégé avec circuit de contrôle.
",non specifié,0.0,"description: batterie lipo (lithium polymère) de haute qualité d'une capacité de 1200 mah, modèle 603450. ce type de batterie fournit une alimentation électrique très efficace. protégé avec circuit de contrôle.
 | caractéristiques: non specifié | prix: 2.12",batterie,2.1186622548331173
"TFT parallèle ESP32-S3 avec écran tactile 3,5 pouces ILI9488",Makerfabs,https://eu.robotshop.com//fr/products/tft-parallele-esp32-s3-ecran-tactile-35-pouces-ili9488#,48.56,"le tft parallèle esp32-s3 avec écran tactile 3,5 pouces ili9488 offre un taux de rafraîchissement beaucoup plus élevé. ce dernier tft parallèle esp32-s3 se compare à la version s2, non seulement avec plus de sram et de rom, mais le bluetooth 5.0 le rend adapté à des applications telles que la surveillance/le contrôle local. il est livré avec un écran lcd tft 320x480 de 3,5 pouces, il utilise une ligne parallèle 16 bits pour la communication avec esp32-s3, l'horloge principale peut atteindre 20 mhz, ce qui rend l'affichage suffisamment fluide pour les affichages vidéo. avec cet écran, vous pouvez créer librement plus de projets d'affichage iot.","contrôleur : esp32-s3-wroom-1, antenne pcb flash : 16 mb psram : 2 mb sans fil : wifi et bluetooth 5.0 lcd : 3,5 pouces tft lcd résolution : 480 x 320 couleur : rgb interface lcd : parallèle 16 bits pilote lcd : ili9488 panneau tactile : capacitif pilote de l'écran tactile : ft6236 usb : double usb type-c (un pour usb-to-uart et un pour usb natif) puce uart vers uart : cp2104 alimentation électrique : usb type-c 5.0 v (4.0 ~ 5.25 v) bouton : bouton flash et bouton reset interface mabee : 1x i2c | 1x gpio contrôleur de rétroéclairage : oui microsd : oui support arduino : oui type-c power delivery : non pris en charge température de fonctionnement : -40 à +85 °c poids : 52 g",0.0,"description: le tft parallèle esp32-s3 avec écran tactile 3,5 pouces ili9488 offre un taux de rafraîchissement beaucoup plus élevé. ce dernier tft parallèle esp32-s3 se compare à la version s2, non seulement avec plus de sram et de rom, mais le bluetooth 5.0 le rend adapté à des applications telles que la surveillance/le contrôle local. il est livré avec un écran lcd tft 320x480 de 3,5 pouces, il utilise une ligne parallèle 16 bits pour la communication avec esp32-s3, l'horloge principale peut atteindre 20 mhz, ce qui rend l'affichage suffisamment fluide pour les affichages vidéo. avec cet écran, vous pouvez créer librement plus de projets d'affichage iot. | caractéristiques: contrôleur : esp32-s3-wroom-1, antenne pcb flash : 16 mb psram : 2 mb sans fil : wifi et bluetooth 5.0 lcd : 3,5 pouces tft lcd résolution : 480 x 320 couleur : rgb interface lcd : parallèle 16 bits pilote lcd : ili9488 panneau tactile : capacitif pilote de l'écran tactile : ft6236 usb : double usb type-c (un pour usb-to-uart et un pour usb natif) puce uart vers uart : cp2104 alimentation électrique : usb type-c 5.0 v (4.0 ~ 5.25 v) bouton : bouton flash et bouton reset interface mabee : 1x i2c | 1x gpio contrôleur de rétroéclairage : oui microsd : oui support arduino : oui type-c power delivery : non pris en charge température de fonctionnement : -40 à +85 °c poids : 52 g | prix: 3.9",écran,3.9031840567609417
Lynxmotion - A4WD3 Frein Rouge et Module LED Haute Puissance Blanc,Lynxmotion,https://eu.robotshop.com//fr/products/lynxmotion-a4wd3-frein-rouge-module-led-haute-puissance-blanc#,22.99,"le lynxmotion - a4wd3 frein rouge et module led haute puissance blanc a été conçu pour être utilisé dans le cadre du lynxmotion a4wd3 rover, mais peut être utilisé pour toutes les applications. les leds (blanches ou toutes les 8 rouges) peuvent être contrôlées via les broches d'alimentation ou en utilisant les broches numériques 5 v d'un microcontrôleur. comprend le matériel de montage.  applications fonctionnalités","1 x led cree blanche centrale (jr5050bwt) 8 x led rouges 0630 régulation de tension embarquée tension de fonctionnement : 10,5 v min / 23 v max",0.0,"description: le lynxmotion - a4wd3 frein rouge et module led haute puissance blanc a été conçu pour être utilisé dans le cadre du lynxmotion a4wd3 rover, mais peut être utilisé pour toutes les applications. les leds (blanches ou toutes les 8 rouges) peuvent être contrôlées via les broches d'alimentation ou en utilisant les broches numériques 5 v d'un microcontrôleur. comprend le matériel de montage.  applications fonctionnalités | caractéristiques: 1 x led cree blanche centrale (jr5050bwt) 8 x led rouges 0630 régulation de tension embarquée tension de fonctionnement : 10,5 v min / 23 v max | prix: 3.18",,3.177637076851603
Interface de Contrôleur de Moteur DC DRV8835,Pololu,https://eu.robotshop.com//fr/products/interface-controleur-moteur-dc-drv8835#,5.7,"l'interface de contrôleur de moteur double drv8835 peut fournir 1,2 a par canal en continu (pic de 1,5 a) à une paire de moteurs cc, et il prend en charge deux interfaces de contrôle possibles pour une plus grande souplesse d'utilisation : in/in and phase/enable. avec une plage de tension de fonctionnement allant de 0 v à 11 v et une protection intégrée contre l'inversion de tension, la sous-tension, le surintensité et la surchauffe, ce entraînement est une excellente solution pour alimenter jusqu'à deux petits moteurs fonctionnant à basse tension. la carte de support a le facteur de forme d'un pack dip à 14 broches, ce qui le rend facile à utiliser avec des platines d'expérimentation sans soudure standards et des cartes perforées à pas de 0,1"".","entraînement moteur : drv8835 canaux du moteur : 2 tension minimale de fonctionnement : 0 v tension maximale de fonctionnement : 11 v courant de sortie continu par canal : 1,2 a2 courant de sortie de crête par canal : 1,5 a courant de sortie parallèle en continu : 2,4 a2 fréquence pwm maximale : 250 khz tension logique minimale : 2 v tension logique maximale : 7 v protection contre l'inversion de polarité ? : oui poids : 0,5 g",0.0,"description: l'interface de contrôleur de moteur double drv8835 peut fournir 1,2 a par canal en continu (pic de 1,5 a) à une paire de moteurs cc, et il prend en charge deux interfaces de contrôle possibles pour une plus grande souplesse d'utilisation : in/in and phase/enable. avec une plage de tension de fonctionnement allant de 0 v à 11 v et une protection intégrée contre l'inversion de tension, la sous-tension, le surintensité et la surchauffe, ce entraînement est une excellente solution pour alimenter jusqu'à deux petits moteurs fonctionnant à basse tension. la carte de support a le facteur de forme d'un pack dip à 14 broches, ce qui le rend facile à utiliser avec des platines d'expérimentation sans soudure standards et des cartes perforées à pas de 0,1"". | caractéristiques: entraînement moteur : drv8835 canaux du moteur : 2 tension minimale de fonctionnement : 0 v tension maximale de fonctionnement : 11 v courant de sortie continu par canal : 1,2 a2 courant de sortie de crête par canal : 1,5 a courant de sortie parallèle en continu : 2,4 a2 fréquence pwm maximale : 250 khz tension logique minimale : 2 v tension logique maximale : 7 v protection contre l'inversion de polarité ? : oui poids : 0,5 g | prix: 1.9",contrôleur,1.9021075263969205
unité M5Stack GROVE Port 1 à 3 HUB,M5Stack,https://eu.robotshop.com//fr/products/unite-m5stack-grove-port-1-3-hub#,4.03,"l' unité m5stack grove port 1 à 3 hub est l'une des six unités de m5go, autorisées à acheter séparément. cette unité est utilisée pour l'extension de port grove. remarque: hub est juste un extenseur matériel, si vous recherchez un expanseur matériel et logiciel (protocole standard) comme i2c, single-bus, veuillez vérifier pahub ou pbhub. si vous avez connecté deux périphériques esclaves i2c sur hub qui partagent la même adresse, vous aurez un problème pour obtenir les données i2c des deux.",poids: 5 g,0.0,"description: l' unité m5stack grove port 1 à 3 hub est l'une des six unités de m5go, autorisées à acheter séparément. cette unité est utilisée pour l'extension de port grove. remarque: hub est juste un extenseur matériel, si vous recherchez un expanseur matériel et logiciel (protocole standard) comme i2c, single-bus, veuillez vérifier pahub ou pbhub. si vous avez connecté deux périphériques esclaves i2c sur hub qui partagent la même adresse, vous aurez un problème pour obtenir les données i2c des deux. | caractéristiques: poids: 5 g | prix: 1.62",,1.6154199841116479
Kit HAT Contrôleur de Moteur DC et Moteur Pas-à-Pas pour Raspberry Pi,Adafruit Industries,https://eu.robotshop.com//fr/products/kit-hat-controleur-moteur-dc-moteur-pas-a-pas-pour-raspberry-pi#,25.93,"le kit hat contrôleur de moteur dc et moteur pas-à-pas pour raspberry pi a été conçu avec une grande précision pour vous aider dans tous vos projets de déplacement en servant de complément fiable. il travaille remarquablement bien pour répondre à vos exigences technologiques et dispose d'un contrôleur pour jusqu'à 4 moteurs cc ou 2 moteurs pas à pas qui garantit un contrôle total de la vitesse mli. offrant un processus d'installation facile, ce kit comprend une petite zone de prototypage et une protection contre la polarité fet (à transistors à effet de champ) sur les broches d'alimentation pour un travail en souplesse. les moteurs inclus dans sa conception sont contrôlés par des contrôleurs tb6612 mosfet et recherchent le soutien d'une capacité de courant de crête de 3 a et de 1,2 a par canal. des diodes flyback intégrées servent également à une partie essentielle de sa conception.  ",non specifié,0.0,"description: le kit hat contrôleur de moteur dc et moteur pas-à-pas pour raspberry pi a été conçu avec une grande précision pour vous aider dans tous vos projets de déplacement en servant de complément fiable. il travaille remarquablement bien pour répondre à vos exigences technologiques et dispose d'un contrôleur pour jusqu'à 4 moteurs cc ou 2 moteurs pas à pas qui garantit un contrôle total de la vitesse mli. offrant un processus d'installation facile, ce kit comprend une petite zone de prototypage et une protection contre la polarité fet (à transistors à effet de champ) sur les broches d'alimentation pour un travail en souplesse. les moteurs inclus dans sa conception sont contrôlés par des contrôleurs tb6612 mosfet et recherchent le soutien d'une capacité de courant de crête de 3 a et de 1,2 a par canal. des diodes flyback intégrées servent également à une partie essentielle de sa conception.   | caractéristiques: non specifié | prix: 3.29",contrôleur,3.2932409068235073
Capteur de niveau de liquide sans contact par gravité,DFRobot,https://eu.robotshop.com//fr/products/capteur-niveau-liquide-sans-contact-par-gravite#,12.85,"le capteur de niveau de liquide sans contact par gravité utilise une technologie de traitement du signal avancée en utilisant une puce puissante (xkc-y25-t12v) avec une capacité de fonctionnement à grande vitesse pour obtenir une détection de niveau de liquide sans contact.  l'absence de contact avec le liquide rend le module adapté aux applications dangereuses telles que la détection de substances toxiques, d'acides forts, d'alcalis forts et de toutes sortes de liquides dans un récipient hermétique sous haute pression. il n'y a pas d'exigences particulières pour le liquide ou le conteneur et le capteur est facile à utiliser et à installer.  le capteur de niveau de liquide sans contact par gravité est équipé d'un adaptateur d'interface qui le rend compatible avec l'interface ""gravity"" de dfrobot. quatre niveaux de sensibilité peuvent être configurés en appuyant sur le bouton set. diagramme de connexion   ","fonctionne sur des surfaces non métalliques (plastique, verre ou céramique)",4.29,"description: le capteur de niveau de liquide sans contact par gravité utilise une technologie de traitement du signal avancée en utilisant une puce puissante (xkc-y25-t12v) avec une capacité de fonctionnement à grande vitesse pour obtenir une détection de niveau de liquide sans contact.  l'absence de contact avec le liquide rend le module adapté aux applications dangereuses telles que la détection de substances toxiques, d'acides forts, d'alcalis forts et de toutes sortes de liquides dans un récipient hermétique sous haute pression. il n'y a pas d'exigences particulières pour le liquide ou le conteneur et le capteur est facile à utiliser et à installer.  le capteur de niveau de liquide sans contact par gravité est équipé d'un adaptateur d'interface qui le rend compatible avec l'interface ""gravity"" de dfrobot. quatre niveaux de sensibilité peuvent être configurés en appuyant sur le bouton set. diagramme de connexion    | caractéristiques: fonctionne sur des surfaces non métalliques (plastique, verre ou céramique) | prix: 2.63",capteur,2.6282852326333477
Contrôleur de Servomoteurs USB 24 Canaux Mini Maestro (Assemblé),Pololu,https://eu.robotshop.com//fr/products/controleur-servomoteurs-usb-24-canaux-mini-mastro-assemble#,57.56,"le contrôleur de servomoteur usb à 24 canaux mini maestro (assemblé) rehausse la barre des performances pour les contrôleurs de servomoteurs sériels grâce à des fonctionnalités telles que l'interface usb native et le contrôle interne de scripts. les mini maestro sont des contrôleurs de servomoteurs très polyvalents (et compacts) et des cartes d'e/s pour usage général. ils prennent en charge trois méthodes de contrôle : usb pour une connexion directe à un ordinateur, série ttl pour une utilisation avec les systèmes embarqués, et des scripts internes pour les applications hôtes autonomes, hors contrôleur. fonctionnalités","canaux : 24 bauds : de 300 à 200 000 bps tension de fonctionnement : de 5 à 16 v courant d'alimentation : 40 ma poids : 12,2 g",5.0,"description: le contrôleur de servomoteur usb à 24 canaux mini maestro (assemblé) rehausse la barre des performances pour les contrôleurs de servomoteurs sériels grâce à des fonctionnalités telles que l'interface usb native et le contrôle interne de scripts. les mini maestro sont des contrôleurs de servomoteurs très polyvalents (et compacts) et des cartes d'e/s pour usage général. ils prennent en charge trois méthodes de contrôle : usb pour une connexion directe à un ordinateur, série ttl pour une utilisation avec les systèmes embarqués, et des scripts internes pour les applications hôtes autonomes, hors contrôleur. fonctionnalités | caractéristiques: canaux : 24 bauds : de 300 à 200 000 bps tension de fonctionnement : de 5 à 16 v courant d'alimentation : 40 ma poids : 12,2 g | prix: 4.07",contrôleur,4.0700518696530565
Capteur de Force Type S 100 Kg,Phidgets,https://eu.robotshop.com//fr/products/capteur-force-type-s-100-kg#,65.52,"la cellule de charge de type s de 100 kg est une structure métallique soigneusement conçue, avec de petits éléments appelés jauges de contrainte montés dans des endroits précis de la structure. elle est conçue pour mesurer une force spécifique, et ignorer les autres forces exercées. le signal électrique qui résulte de la charge est très faible et nécessite une amplification spécialisée. heureusement, le phidgetbridge (non inclus) effectuera toutes l'amplification et la mesure de la sortie électrique. veuillez vous assurez d'avoir calibré votre cellule de charge avant de l'utiliser. vous pouvez trouver des informations sur la façon de calibrer la cellule dans les liens utiles. ",échelle de température compensée : -10 à + 40 °c échelle de température de fonctionnement : -20 à + 55 °c surcharge de sécurité : 120 % fs surcharge maximale : 150 % fs,5.0,"description: la cellule de charge de type s de 100 kg est une structure métallique soigneusement conçue, avec de petits éléments appelés jauges de contrainte montés dans des endroits précis de la structure. elle est conçue pour mesurer une force spécifique, et ignorer les autres forces exercées. le signal électrique qui résulte de la charge est très faible et nécessite une amplification spécialisée. heureusement, le phidgetbridge (non inclus) effectuera toutes l'amplification et la mesure de la sortie électrique. veuillez vous assurez d'avoir calibré votre cellule de charge avant de l'utiliser. vous pouvez trouver des informations sur la façon de calibrer la cellule dans les liens utiles.  | caractéristiques: échelle de température compensée : -10 à + 40 °c échelle de température de fonctionnement : -20 à + 55 °c surcharge de sécurité : 120 % fs surcharge maximale : 150 % fs | prix: 4.2",capteur,4.197502654324727
Coupleur d'Axe à Vis Flexible 6mm à 8mm ServoCity,ServoCity,https://eu.robotshop.com//fr/products/coupleur-axe-vis-flexible-6mm-8mm-servocity#,7.62,"le coupleur d'axe à vis flexible 6mm à 8mm servocity constitue un excellent moyen de transférer le mouvement de rotation entre deux arbres qui présentent un léger désalignement potentiel. le coupleur non seulement serre autour de l'arbre, mais possède également une vis de réglage qui peut être utilisée comme sécurité supplémentaire. la conception du coupleur d'arbre de serrage flexible offre une excellente précision car aucun jeu n'est introduit dans le système - parfait pour les projets de haute précision utilisant des moteurs pas à pas ou des codeurs.",matériel: aluminium style de couplage: serrage,0.0,"description: le coupleur d'axe à vis flexible 6mm à 8mm servocity constitue un excellent moyen de transférer le mouvement de rotation entre deux arbres qui présentent un léger désalignement potentiel. le coupleur non seulement serre autour de l'arbre, mais possède également une vis de réglage qui peut être utilisée comme sécurité supplémentaire. la conception du coupleur d'arbre de serrage flexible offre une excellente précision car aucun jeu n'est introduit dans le système - parfait pour les projets de haute précision utilisant des moteurs pas à pas ou des codeurs. | caractéristiques: matériel: aluminium style de couplage: serrage | prix: 2.15",,2.154085084675602
Potentiomètre Rotatif - 10k Ohm,Sparkfun Electronics,https://eu.robotshop.com//fr/products/potentiometre-rotatif-10k-ohm#,1.21,"le potentiomètre rotatif - 10k ohm peut ouvrir de nombreuse interfaces utilisateur intéressantes.  connectez la vcc à une broche externe, la gnd à l'autre, et la broche centrale a une tension qui varie de 0 à celle de la vcc en fonction de la rotation du bouton. branchez la broche centrale à un can sur un microcontrôleur et obtenez un entrée variable par l'utilisateur.",non specifié,5.0,"description: le potentiomètre rotatif - 10k ohm peut ouvrir de nombreuse interfaces utilisateur intéressantes.  connectez la vcc à une broche externe, la gnd à l'autre, et la broche centrale a une tension qui varie de 0 à celle de la vcc en fonction de la rotation du bouton. branchez la broche centrale à un can sur un microcontrôleur et obtenez un entrée variable par l'utilisateur. | caractéristiques: non specifié | prix: 0.79",,0.7929925155296614
Mosaïque de Capteurs de Réflexion Infrarouge QTR-8A Pololu,Pololu,https://eu.robotshop.com//fr/products/mosaique-capteurs-reflexion-infrarouge-qtr-8a-pololu#,11.47,"la mosaïque de capteurs de réflexion infrarouge qtr-8a pololu est dotée de 8 paires de del ir/phototransistor montées à un pas de 0,375"", procurant un excellent détecteur pour les robots suivant une ligne. les paires de del sont disposées en série à une consommation diminuée de moitié et un transistor mos permet aux del de s'éteindre pour offrir une détection additionnelle ou des options d'économie d'énergie. chaque capteur procure une sortie de tension analogique distincte.  la mosaïque de capteurs de réflexion infrarouge qtr-8a est destinée à une utilisation en tant que de capteur de ligne, mais elle peut aussi servir en tant que capteur de proximité ou de réflexion d'usage général. le module est un transporteur pratique pour 8 paires d'émetteurs et récepteurs (phototransistor) ir uniformément espacés à des intervalles de 0,375 po (9.525 mm). chaque phototransistor est connecté à une résistance de rappel afin de former un diviseur de tension qui produit une sortie de tension analogique entre 0v et vin (qui est normalement de 5v) découlant de l'ir réfléchi. des tensions de sortie basses indiquent une plus grande réflexion. les sorties sont toutes indépendantes, mais les del sont disposées en paires pour une consommation diminuée de moitié. les del sont contrôlées par un transistor mos avec une porte normalement tirée vers le haut, permettant aux del d'être éteintes en réglant la porte du transistor mos à une basse tension. éteindre les del peut présenter l'avantage de limiter la consommation d'énergie lorsque les capteurs ne sont pas utilisés ou pour varier la luminosité efficace des del par le contrôle pwm. les résistances de limitation du courant des del pour un fonctionnement à 5v sont disposées en deux étages; cela permet une dérivation simple d'un étage pour un fonctionnement à 3,3v. le courant des del est d'environ 20 à 25 ma, offrant une consommation totale de la platine tout juste en dessous de 100 ma. spécifications de la mosaïque de capteurs de réflexion infrarouge qtr-8a pololu  division du module en deux parties:si vous n'avez pas besoin des huit capteurs ou que vous n'avez pas assez de place pour les installer, vous pouvez séparer les capteurs et utiliser tout de même les 8 capteurs en tant que 2 modules distincts, tel que montré ci-dessous. la carte de circuits imprimés peut-être entaillée des deux côtés le long de la perforation et pliée par la suite jusqu'à ce que les deux parties se détachent. chacune des deux parties fonctionnera en tant que capteur de ligne indépendant.","tension de fonctionnement : 3,3-5,0 v courant d'alimentation : 100 ma format de sortie : 8 tensions analogiques plage tension de sortie : 0 v à tension fournie distance de détection optimale : 0,125 pouce (3 mm) distance de détection recommandée maximale : 0,25 pouce (6 mm)",5.0,"description: la mosaïque de capteurs de réflexion infrarouge qtr-8a pololu est dotée de 8 paires de del ir/phototransistor montées à un pas de 0,375"", procurant un excellent détecteur pour les robots suivant une ligne. les paires de del sont disposées en série à une consommation diminuée de moitié et un transistor mos permet aux del de s'éteindre pour offrir une détection additionnelle ou des options d'économie d'énergie. chaque capteur procure une sortie de tension analogique distincte.  la mosaïque de capteurs de réflexion infrarouge qtr-8a est destinée à une utilisation en tant que de capteur de ligne, mais elle peut aussi servir en tant que capteur de proximité ou de réflexion d'usage général. le module est un transporteur pratique pour 8 paires d'émetteurs et récepteurs (phototransistor) ir uniformément espacés à des intervalles de 0,375 po (9.525 mm). chaque phototransistor est connecté à une résistance de rappel afin de former un diviseur de tension qui produit une sortie de tension analogique entre 0v et vin (qui est normalement de 5v) découlant de l'ir réfléchi. des tensions de sortie basses indiquent une plus grande réflexion. les sorties sont toutes indépendantes, mais les del sont disposées en paires pour une consommation diminuée de moitié. les del sont contrôlées par un transistor mos avec une porte normalement tirée vers le haut, permettant aux del d'être éteintes en réglant la porte du transistor mos à une basse tension. éteindre les del peut présenter l'avantage de limiter la consommation d'énergie lorsque les capteurs ne sont pas utilisés ou pour varier la luminosité efficace des del par le contrôle pwm. les résistances de limitation du courant des del pour un fonctionnement à 5v sont disposées en deux étages; cela permet une dérivation simple d'un étage pour un fonctionnement à 3,3v. le courant des del est d'environ 20 à 25 ma, offrant une consommation totale de la platine tout juste en dessous de 100 ma. spécifications de la mosaïque de capteurs de réflexion infrarouge qtr-8a pololu  division du module en deux parties:si vous n'avez pas besoin des huit capteurs ou que vous n'avez pas assez de place pour les installer, vous pouvez séparer les capteurs et utiliser tout de même les 8 capteurs en tant que 2 modules distincts, tel que montré ci-dessous. la carte de circuits imprimés peut-être entaillée des deux côtés le long de la perforation et pliée par la suite jusqu'à ce que les deux parties se détachent. chacune des deux parties fonctionnera en tant que capteur de ligne indépendant. | caractéristiques: tension de fonctionnement : 3,3-5,0 v courant d'alimentation : 100 ma format de sortie : 8 tensions analogiques plage tension de sortie : 0 v à tension fournie distance de détection optimale : 0,125 pouce (3 mm) distance de détection recommandée maximale : 0,25 pouce (6 mm) | prix: 2.52",,2.523325759691945
